ED,total_workers,drove_alone,carpool,public_transit,bus,subway,railroad,streetcar,ferry,taxi,bicycle,walked,other,worked_home,pct_bus,pct_subway,pct_public_transit,pct_drove,pct_walked,pct_bicycle,pct_worked_home,bus_dependency_score,transit_reliance,bus_subway_ratio,total_tt_universe,tt_under_10,tt_10_14,tt_15_19,tt_20_24,tt_25_29,tt_30_34,tt_35_44,tt_45_59,tt_60_plus,avg_commute_time,pct_long_commute,ED_num.x,Zohran_Mamdani,Andrew_Cuomo,Irene_Estrada,Curtis_Sliwa,Eric_Adams,total_votes,Mamdani_pct,Cuomo_pct,Estrada_pct,Sliwa_pct,Adams_pct,winner,ED_num.y,total_pop,pct_white,pct_black,pct_asian,pct_hispanic,median_age,median_income,pct_poverty,pct_bachelors_plus,pct_renter,median_rent,pct_foreign_born,pct_spanish_home,pct_asian_lang_home,bangladeshi,pakistani,chinese,korean,filipino,asian_indian,vietnamese,mexican,puerto_rican,dominican,ecuadorian,colombian,salvadoran,italian,irish,polish,russian,greek,turnout_rate,turnout_strength,muslim_proxy,hindu_proxy,jewish_proxy,dist_to_mosque,mosques_nearby,dist_to_synagogue,synagogues_nearby,Mamdani_votes,Cuomo_votes,Sliwa_votes,margin,margin_votes,potential_voters,turnout_gap,support_category,turnout_category,strategic_type,south_asian_total,south_asian_pct,expected_mamdani,performance_gap
34011,1920.5658052404358,470.28202967259244,57.62331205946138,1148.2851969101766,150.53170003237906,980.7534926605757,17,4.21722188540192e-6,0,9.000003748641676,29.520827600783456,143.45169851607977,9.328358353244912,42.50005367619171,7.837882962491566,51.06586246534756,59.788901467316435,27.48696974045965,7.469241518549324,1.5370901387618812,2.212892344549013,7.837882962491566,59.788901467316435,0.15348576493367214,1878.065751564244,15.08587396966976,17.287166111960943,88.39869364035904,73.03296630298993,112.58628485293607,84.42624822385335,324.88436190008383,34.397906935693044,143.94472854690252,18.014067118656772,9.496080493137885,11,126,99,0,18,1,244,51.6,40.6,0,7.4,0.4,Mamdani,11,1347.2032113781092,1.778619740339766,7.249189460073972,13.035087189536949,77.93709651555555,37.599839753544,55324.7272724312,0,16.124049288940583,76.00131299622085,1710.4083569529123,0,0,0,20.035245017449636,0,41.67553068748294,16.116612794103112,36.35212430739948,84.2405943728235,1.0513865219599127e-7,197.2855729980791,75.37899254134369,392.42019014320977,241.01359350932893,169.64344245377615,6.232258560628644,0,4.3168126535391576,0,8.821010673883463e-7,12.723237324681342,0.18111595781485884,0.3600748054236378,0,0,0,1378.035529715222,0,1033.800286085729,0,126,99,18,11,27,1103.2032113781092,0.8188840421851411,Moderate Support (50-60%),Low Turnout (<20%),OPPOSITION TERRITORY,104.27583939027312,7.740171527917093,47.32205145837513,4.277948541624873
34012,4195.370541100816,734.7877962542163,163.41630874438363,2067.476995955565,54.58513104575958,2012.8236010407868,0.06463849228020514,0.0036253767388901253,0,7.315338628419838,46.793361757135045,315.84987065307075,20.480597215108048,819.24738696315,1.3010800955721324,47.977254483763566,49.279961703050986,21.409410591964583,7.52853335739435,1.1153570655729736,19.527414299576723,1.3010800955721324,49.279961703050986,0.027118685918395835,3376.1231541376656,123.22857164214803,82.96949370434879,109.77588999939655,128.58879746857514,149.3084343882699,157.4803067269156,437.2539458206237,148.95761275040076,485.56909917975736,22.032603157577608,18.794536898113538,12,674,248,0,52,2,976,69.1,25.4,0,5.3,0.2,Mamdani,12,1258.1096529362037,64.49241954612653,5.354898244308024,10.29519225047756,14.916030081120962,36.21612992085061,99901.21189325728,0,46.83265466454084,70.21746910360652,2082.872835457025,0,0,0,50.885643126363846,2.725534647108854,61.6341852003558,32.9056730715087,17.939053980452826,7.185969805016104,21.770912854605797,48.92071263058607,130.90688023119034,70.763392296616,5.548591000990254,37.19619397603211,0.01032708460672623,0,571.5411019202131,17.33542589312627,4.023438231081525,215.6895218866269,0.7757670388444997,1.5422946102383044,6.686497172302945,0.00576985953005235,0.0088952001088307,1063.5580241096184,0,4514.897819895407,0,674,248,52,43.7,426,282.1096529362037,0.2242329611555003,Strong Support (60%+),High Turnout (30%+),OPPOSITION TERRITORY,60.7971475784888,4.832420404421753,51.44972612132653,17.650273878673467
34013,3157.2708791769414,427.45379339257727,73.5870146746202,1744.1500672415677,94.75848221562197,1645.4556334061194,3.9359516198263234,0,0,24.709200097614303,67.67644900203713,146.43343617455835,13.785191338510296,659.4726261694107,3.001278187455498,52.11639090767745,55.24233219090294,15.869427339025538,4.637975067021541,2.143511012893499,20.887426242670898,3.001278187455498,55.24233219090294,0.057587989789472716,2497.7982530075305,28.004679702953382,42.92779857226836,98.27960938595653,182.96278781241216,106.50418109669323,115.38584757915703,393.9490173146264,194.1952364267712,226.08357017394934,21.780798353009473,16.825970876337763,13,573,226,0,64,1,864,66.3,26.2,0,7.4,0.1,Mamdani,13,1094.4545741071784,63.21776381586417,2.781166019686136,4.41217126645961,26.001650947794392,35.20225970919409,103948.77757567132,0,47.6787832057022,80.42331590369781,2118.4655544592424,0,0,0,0.14684934001018496,77.17600461393216,119.40917081033024,31.646207402967978,0.05937575971334627,17.330613641221518,11.804627073446571,195.3401575570404,185.54029180213823,112.16815603666888,54.0003370805702,123.69965769108524,0.01110963206648403,0,496.97314203835424,5.429098750027207,10.341239317237369,200.29051830013435,0.7894343177329438,1.569466389278657,17.404764800979464,41.349893338222216,30.32826853713656,598.266465349678,1,4009.451555267796,0,573,226,64,40.099999999999994,347,230.45457410717836,0.2105656822670562,Strong Support (60%+),High Turnout (30%+),OPPOSITION TERRITORY,94.65346759516387,8.648460140283044,52.59453804208491,13.705461957915084
34014,1811.424515657749,454.46255370947,63.292328388914335,810.6050075981531,51.94856446780407,738.7496468504373,19.906406287130974,0,3.8999278069746097e-4,9.447195886632352,26.332596719441373,57.273803965138725,4.199402705088759,375.518112281062,2.8678293806209725,40.782800523277054,44.74958799504892,28.582746762173613,3.161810137274307,1.4536955027286744,20.73054157295133,2.8678293806209725,44.74958799504892,0.07031957942623727,1435.906403376687,9.577978408246445,21.85011488854258,78.23738555442992,43.27614560162727,121.64555544267327,25.56961763456814,217.78184583980823,16.396244265339433,160.20389768942886,19.057036152219712,12.298861648605662,14,562,339,1,92,0,994,56.5,34.1,0.1,9.3,0,Mamdani,14,1575.7816764638767,69.95035313958488,0.11158277813236205,6.315854781626094,19.995086894407315,36.13021994049701,104502.6063494981,0,49.01015770016669,67.83826876400198,2219.5346525708146,0,0,0,2.002764527223575,0.02421968089797883,29.352564404050845,29.718474911968357,26.729289071576716,58.29620850909849,5.480463115224556,182.6346407008522,105.9626400383284,133.8958820899797,44.88378919946407,75.50679786200905,20.142462733072044,0,356.03283857546785,22.474874974760553,0.00805776058000563,183.9258377770371,0.6307980444540894,1.2540832175075367,44.16110108640872,1.3565908595133649,2.9904042661325168,804.9143212537648,0,3210.2118100550733,0,562,339,92,22.4,223,581.7816764638767,0.3692019555459106,Moderate Support (50-60%),High Turnout (30%+),OPPOSITION TERRITORY,60.323192717220046,3.8281440645120295,51.14844321935361,5.351556780646391
34015,603.5396764322719,203.86938173738702,15.599258647857754,239.0353969588087,5.533548015571074,233.48827103362697,0.013577909610622888,0,0,5.759146418583022,4.858186757583638,23.130971959808054,0.06034626493610172,106.98694317928009,0.9168490874173768,38.686482455280405,39.60558125554034,36.36358121185976,3.8325520032987868,0.804949027759373,17.726579934515037,0.9168490874173768,39.60558125554034,0.023699468890127386,496.55273325299186,0.007543283117012715,33.84016111673069,49.62204972365422,21.34220681312922,37.5611276895226,4.068445440849147,58.32099576566131,3.687168287921651,29.908195680030932,15.008576187319598,6.7657192717205055,15,135,161,1,49,0,346,39,46.5,0.3,14.2,0,Cuomo,15,1501.9542601617632,NA,NA,NA,NA,37.89189190548103,104638.7901512403,0,45.66218538618249,56.20647225614991,2170.066831281662,0,0,0,0.0347262695858427,0.00192031357385064,18.666734861514342,19.276623642465996,6.502992318274821,12.321586181754068,0.04660097882154189,30.757881987057743,17.704662644842212,26.34981806102796,4.254392374164973,24.648224495249316,7.085314261451654,0,143.63246253005963,26.79521629424438,0.01601908646990502,74.34384784845757,0.23036653590418604,0.45798938201022543,11.871234639968725,4.043516079289568,0,767.7091910893234,1,2722.9465432821144,0,135,161,49,-7.5,-26,1155.9542601617632,0.769633464095814,Opposition (< 45%),Medium Turnout (20-30%),OPPOSITION TERRITORY,12.358232764913762,0.8228101942054319,50.24684305826163,-11.246843058261632
34016,353.2237114727877,115.44877078919947,2.7395783437305474,146.21194764775362,9.586135041571465,132.54832011587646,0.6795820817176137,0,3.3979104085880683,2.606326309412964,3.964228810019413,21.17009294983644,0.7928457620038826,60.289920860831415,2.713899075914664,37.52531775491747,41.393582281923834,33.45991373006544,5.993395194667553,1.1222997441169282,17.06848065478077,2.713899075914664,41.393582281923834,0.0723218146649544,292.93379061195634,0,24.38853482647629,27.527667366755427,20.92573473582543,14.222859375227946,9.073132879995054,26.34208458662137,1.928821853230301,19.0102586152874,14.907414928536118,7.148059097168237,16,94,147,1,44,0,286,32.9,51.4,0.3,15.4,0,Cuomo,16,849.8534705349075,75.7691008301163,1.0890708538598368,2.029737341524135,21.11209097449971,41.45501239558137,106121.33668071251,0,46.87496493071973,20.347003556211934,2290.9714586896657,0,0,0,4.20087121114442,0.00130464630131539,13.985999274205728,7.112127798841602,0.00130464630131539,0.00391393890394618,0,34.791040999868756,11.12222661840294,1.730940066547203,2.718570714872172,7.834998632176096,16.537971848805714,0,108.28101219926312,18.516923480158656,3.398213393590215,46.54588032294771,0.3365286015952707,0.6690491119660177,0,2.60632630942172,0,244.9888488464479,1,2715.133966750174,0,94,147,44,-18.5,-53,563.8534705349075,0.6634713984047294,Opposition (< 45%),High Turnout (30%+),OPPOSITION TERRITORY,4.206089796349683,0.4949194116607327,60.14847582349822,-27.248475823498215
34017,2310.1545808584306,384.99359462270246,76.98802163710693,1398.0286369536193,173.80013404050288,1188.8008734906348,35.427629422481616,0,0,22.151976882698825,44.12650384619212,53.0026728838278,53.50112179161995,277.0789882417605,7.523311880537469,51.459797683706874,60.516670552588124,19.997865947487444,2.294334471078231,1.9101104407392144,11.99395878256773,7.523311880537469,60.516670552588124,0.14619785189943507,2033.07559261667,4.985092767436981,4.899051733736602,70.1266220797637,55.85175919122682,158.94639407360427,28.94254838666215,237.114418059681,68.17610347951802,234.26265953984625,18.21471014020939,14.87592316378706,17,411,219,0,59,2,691,59.5,31.7,0,8.5,0.3,Mamdani,17,1017.8557992797008,NA,NA,NA,NA,37.293810885796155,86892.95698945747,0,51.010323040698054,67.07758642910701,2105.300540795007,0,0,0,20.02697001909695,0.00220868709842406,54.003562118326315,0.6844845660879388,9.595096103050071,198.69030166688665,32.13741131962066,296.667131119454,146.69426848711217,43.304283572448504,40.26051857884835,122.10502197307162,12.986050850839945,0,67.46065646559038,0.00302197020797185,21.693597167850736,308.6358812640795,0.6788780891055446,1.3496706683953803,4.0049823658885515,0.00955019928550225,0.25881414157181654,166.57961673093573,2,3053.6100418996552,0,411,219,59,27.8,192,326.8557992797008,0.3211219108944554,Moderate Support (50-60%),High Turnout (30%+),OPPOSITION TERRITORY,218.71948037308204,21.488258015316298,66.44647740459489,-6.946477404594887
34018,2298.4184382530066,290.71293803320293,88.72166416981213,1463.9166558931372,227.8055721971996,1229.5679836054708,6.54310009046676,0,0,11.98850032784752,36.19934448908785,164.77267464601942,3.3709949850482532,238.73566570885123,9.911405530245887,53.49626348020629,63.69234737804481,16.50850845468407,7.16895896341924,1.5749675466666735,10.38695399129806,9.911405530245887,63.69234737804481,0.1852728561857993,2059.682772544155,28.99939239638503,78.00573634197798,56.00006773462896,62.00134455099361,115.69019037517877,92.80235101505262,320.2756955215355,128.90784926375764,181.42138837098258,20.170097442615738,15.06684630135622,18,514,236,0,47,2,799,64.3,29.5,0,5.9,0.3,Mamdani,18,1567.178874021453,61.42122130454062,1.1937887554522857,7.388287165183624,27.373320063141016,35.5771070663024,81522.87529304082,0,44.21373148008905,85.10300132092237,1860.5966171622904,0,0,0,0.00365909922074456,78.9301129879194,8.161586837730754,0.00531333334066902,16.330368204397118,72.58528726807543,0.00937571885516262,166.10879850327973,72.80627637187867,119.83677319950948,31.18119457725459,83.3716854672546,39.19957063189753,0,158.51908065648485,0.0030361904803823,17.42424982756171,221.71543526377664,0.5098333146552245,1.013594460630721,13.318155423977824,0.00961118705800989,0.02200455984333844,434.8127436310202,2,3384.5194740702113,0,514,236,47,34.8,278,768.1788740214531,0.4901666853447755,Strong Support (60%+),High Turnout (30%+),OPPOSITION TERRITORY,151.51905935521555,9.668268368524563,62.90048051055737,1.3995194894426248
34019,3281.4780796359423,378.729658579428,75.1533645264356,1955.0376573786536,159.56893439623212,1795.1013087563767,0,0.36741422604493784,0,59.182245953754396,62.175570990641525,279.5097844259874,1.575976901224844,470.1138208798171,4.862715231482979,54.70404693227544,59.577958771419,13.831664027334257,8.517801357886782,1.8947428409315927,14.326282530949378,4.862715231482979,59.577958771419,0.08889132530730505,2811.3642587561253,10.376762684566767,12.91939377669778,63.34017785818251,201.80286961856604,220.0463654185063,100.62591921089839,450.10283793293036,246.88711870182107,287.308327289836,23.338640288880065,19.001288941049896,19,506,193,0,54,3,756,66.9,25.5,0,7.1,0.4,Mamdani,19,1070.8488914823934,54.49430627110471,3.3347327368891335,11.837180643572406,26.17754493237529,34.821245728182085,77604.10060268905,0,51.04268803893884,94.98392150819164,1952.7424365720824,0,0,0,4.66554913589384,3.6173195480349474e-4,74.73113363344837,7.215077071520577,27.268789580745903,20.318620569988415,107.42442958129452,287.3566679156031,176.66068137116395,88.12587373483908,32.58861306351546,54.22286434761682,8.812465402385877,0,189.52843776722503,3.999036178940635,2.635198156882592,80.98917574732748,0.7059819606793046,1.4035556015668968,13.195032151462229,12.663888912105966,29.19868680566014,688.3527099877442,1,3287.1056345790525,0,506,193,54,41.400000000000006,313,314.84889148239336,0.29401803932069537,Strong Support (60%+),High Turnout (30%+),OPPOSITION TERRITORY,24.984531437837056,2.3331519168171866,50.69994557504515,16.20005442495485
34020,2160.700820186999,335.571136814469,71.26481078343879,1316.6158207825222,57.38288823133619,1247.1900978457747,0.008656908247351481,12.03417779716424,0,28.806766761493027,25.625757282883107,120.39811416386824,5.4303242895986985,256.98808930872553,2.6557535265974472,57.7215543305915,60.93466566410499,18.828888469746495,5.5721788522970215,1.1859928521092202,11.893737758959354,2.6557535265974472,60.93466566410499,0.04600973687207069,1903.712730878273,5.442588426908244,69.86272867695936,45.696018607319296,58.63276536568084,162.59885958457158,89.57252104805497,264.23363221779135,218.59469385686108,274.6532367530131,26.904630629427736,25.909787890230447,20,535,237,1,76,1,850,62.9,27.9,0.1,8.9,0.1,Mamdani,20,1246.8152428257868,56.2297878013295,2.378820462409235,6.806866803877089,31.927595946866653,36.395969794686934,78219.50877678955,0,39.65328555433447,75.37086586377299,2039.249122865172,0,0,0,11.80246560249403,1.9500571477234202e-7,120.43019871876096,45.35019597323255,9.856420757296258,46.18252276258469,20.806708100610024,180.83978709381367,145.30661510247032,68.99613775502594,117.38572829651592,59.50431415595912,26.502890589775195,0,168.64851824137088,6.660256836131876,4.753247020871558,108.87087625980716,0.6817369332713296,1.355354307590684,32.7147606632861,21.096936457969186,48.43172192527152,443.0217576270827,2,2928.3007362544968,0,535,237,76,35,298,396.8152428257867,0.31826306672867044,Strong Support (60%+),High Turnout (30%+),OPPOSITION TERRITORY,57.98498856008443,4.6506480325558925,61.395194409766766,1.5048055902332322
34021,549.5478116698604,122.2167518974643,0.016982722392790677,233.996197447869,18.912660587193137,207.7031389683355,7.374853721287881,0.005481237004353355,6.293404811241537e-5,0.004891569874973058,0.01719513047952883,130.94335271579487,12.465799191191225,49.8861022282726,3.4414950229216594,37.795280875963655,42.57977058208026,22.24260237674984,23.827472320908598,0.003128959867437115,9.077663702579088,3.4414950229216594,42.57977058208026,0.09105620974787669,499.6617094415878,4.148768757895405,80.69343928799978,107.40719675303664,19.396684253748088,52.10267273260014,15.691611490977582,26.828422381461863,4.630940896887244,66.41520171802964,22.215458511908746,14.218848727535407,21,196,185,3,18,2,404,48.5,45.8,0.7,4.5,0.5,Mamdani,21,2853.0799951050462,6.397319087612703,17.862788289331576,19.13027395439097,55.907486171618,46.29462711738207,33774.768730243326,0,9.96120194308935,99.99259883451262,521.6586387852541,0,0,0,5.052248838196635e-4,7.68431319246596e-5,252.57298330254787,0.00494646729397689,8.299546082737095,0.03538718290088005,0.00191723632159494,62.23186189456136,417.50990797655663,321.1893383971674,30.89054519174574,19.835152385622056,35.02494503104842,0,23.99111295543885,0,12.450414150266711,10.17999477892726,0.14160135737278032,0.2815162276084315,0.00382784242822005,5.990584595590562,0.00320031698892238,298.7626189979879,2,2555.536742021445,0,196,185,18,2.700000000000003,11,2449.0799951050462,0.8583986426272197,Competitive (45-50%),Low Turnout (<20%),SWING - PERSUADE,0.03596925091662437,0.00126071652313765,55.00037821495694,-6.500378214956939
34022,1613.1811935257977,262.79343666792795,72.07768219800435,807.7744275439633,29.085659556948425,741.6931776746019,34.55219579540294,0,2.4433945170100047,7,1.3460504507104265,259.628710390475,13.68183040474245,188.6614377836147,1.8030001635078754,45.97705333109817,50.073384861280026,20.758431861831465,16.09420636890924,0.08344074776674494,11.694993627546134,1.8030001635078754,50.073384861280026,0.03921521787235447,1424.519755742183,2.6020611989826254,92.42177023926382,160.34119941466943,45.51112587847928,78.62904238134448,92.65741276222286,281.0348989833334,39.28430131366338,153.2518181274655,23.733210699061033,13.515861655482373,22,112,96,1,20,0,229,48.9,41.9,0.4,8.7,0,Mamdani,22,865.9542803725333,7.963222411009537,11.890856899768725,4.343655998257289,74.82323680921479,37.2850769581973,44933.53441598489,0,37.40606493549421,98.12104216517535,935.0720353021244,0,0,0,2.55422290597041,0.03094271754426728,184.1662735755229,1.3300756543001382,6.979802934825745,27.609030525250244,15.411456120901612,108.58811046026209,289.7037090226793,202.50632239886653,73.36517772691816,36.67656261315106,21.78741460169771,0,29.03552552131026,0,8.83236089454453,16.350565013633982,0.2644481414209123,0.5257466775186922,3.02324759317311,3.697743038589712,21.16273315221177,621.7209930333037,1,2313.429438706069,0,112,96,20,7,16,636.9542803725333,0.7355518585790877,Competitive (45-50%),Medium Turnout (20-30%),SWING - PERSUADE,30.19419614876492,3.486811813641638,46.04604354409249,2.8539564559075075
34023,1242.9892389807385,178.42042351531185,24.80094188059712,768.8427988181024,46.02715933072574,713.1635126277178,7.835901511529309e-7,4.09558352712711,5.556542548941883,3.412986272605925,17.45411224667642,70.37907940796873,17.747529939859188,161.93136689961676,3.7029410945237458,57.374874235638416,61.854340706003214,16.349406657981383,5.662082759918353,1.4042046141114575,13.027575929169092,3.7029410945237458,61.854340706003214,0.06453941980449106,1081.0578720811218,4.4076946002352364e-7,22.867016596976974,23.178254104001585,74.53450390377755,82.4740174881677,67.47496741637899,210.69401336565477,51.9249989887223,82.5998474798963,21.73675844960657,12.443815446220992,23,152,72,0,21,2,247,61.5,29.1,0,8.5,0.8,Mamdani,23,1121.029637444471,41.686520614635256,2.742536714153665,21.156076741198444,31.57508786345501,34.919122585826074,94926.9724179928,0,39.730401698969,79.11796103496101,2057.039027139002,0,0,0,5.4019371229144975,0,98.17355818503594,5.258409056006046,5.720789518161451,88.20366474143951,36.022997651474455,171.04736137829696,77.68071151984547,8.839567647958592,130.19808042023516,67.68827654933914,1.618332254937433,0,52.23653598355075,0,9.622310772741756,55.39016449527482,0.2203331577950675,0.43804212438604806,8.95583971505046,6.365093187917764e-7,50.43816865215686,570.4972126457426,1,2363.8012432956048,0,152,72,21,32.4,80,874.0296374444711,0.7796668422049324,Strong Support (60%+),Medium Turnout (20-30%),HIGH OPPORTUNITY,93.605601864354,8.34996673930404,60.504990021791215,0.9950099782087848
34024,1561.7418120844768,214.00995236180455,24.935111679489665,867.136002713351,27.61225420727289,822.0428025482041,1.9836027452145903,15.49734321265936,0,16.2316014060343,27.004732693060767,132.3591858738905,39.58671608948623,240.47850926735958,1.7680421945301228,52.63628060588408,55.52364648263938,15.299908230181222,8.475100355879505,1.7291419416514953,15.398096369488234,1.7680421945301228,55.52364648263938,0.033589801068361916,1321.2633028171172,4.300233578589898,96.01541250987617,59.40349406322048,69.38031022254393,67.87877078551713,52.65311999244409,214.94433965422286,102.814311146905,132.77407302434125,22.97677505755729,17.830540185967404,24,451,192,0,69,1,713,63.3,26.9,0,9.7,0.1,Mamdani,24,932.6702584280932,66.82776309855358,1.94505667244439,13.099260319900775,13.688051230266282,39.78014718470441,101683.76768749065,0,50.337523109287616,71.85715259248104,2129.2091925835707,0,0,0,3.686474999946799e-6,0,152.21745250377717,26.54543374642816,10.121970342459946,74.02547828609471,2.12697516396939,68.07415791881928,146.48693854499177,93.94534755160645,86.34762835869724,62.61576616577358,20.35800685249266,0,80.555632246942,3.1598357142401135e-6,16.533412214248777,91.8475659730436,0.7644716807006136,1.5198384228602289,17.76056399713788,1.611288194315865,4.253978949218492,88.775907500275,1,2785.2457012108716,0,451,192,69,36.4,259,219.67025842809323,0.23552831929938645,Strong Support (60%+),High Turnout (30%+),OPPOSITION TERRITORY,74.02548197256971,7.936940339164563,62.38108210174937,0.9189178982506264
34025,2850.039165039187,508.7633311985316,189.5093041660856,1701.9417313537697,175.16523611513418,1526.7763967269027,9.851173279473816e-5,0,0,5.282489256007686,31.807671792783825,190.12304896968743,1.6623854909112064e-4,202.7698766937024,6.146064175673379,53.5703654692026,59.71643310138051,24.50045753511658,6.67089250217631,1.116043322595761,7.1146347454111,6.146064175673379,59.71643310138051,0.11472880802365869,2647.2692883454843,3.779397388101045,81.40724424669509,186.93928282520727,260.52253910206065,128.58421588429087,121.0948342421242,489.8385056634361,87.56376438425445,322.4904186091999,24.073229880953676,15.489704232157429,25,393,291,0,61,2,747,52.6,39,0,8.2,0.3,Mamdani,25,1120.2135350985611,NA,NA,NA,NA,39.85952235217355,93631.4848181766,0,35.194119927481545,30.862886153459208,2360.3240820043184,0,0,0,49.05678006965711,2.820585118234168,155.40979663004617,3.133983464704631,97.18259214459472,78.59618070534546,13.918055015860189,273.16941283746826,125.45428617595772,86.43946404924012,125.04934285781316,53.11672619844127,15.356986660655028,0,84.72816875718277,0,18.027819565700632,48.76444001446195,0.6668371489854171,1.3257321970249858,0,8.002095927991297e-5,1.1841593221318951,679.9388664963374,3,2300.298273425904,0,393,291,61,13.6,102,373.2135350985611,0.3331628510145829,Moderate Support (50-60%),High Turnout (30%+),PROTECT & EXPAND,130.47354589323675,11.647203127371348,53.49416093821141,-0.8941609382114066
34026,346.03337679532143,89.60579328101076,26.831864215731184,170.38087535366088,20.83261481060129,149.38751615880298,0.011376002609295619,0,0.14936838164730862,2.06526664728549,3.927602271784065,9.342796246932737,0.05633377921178459,43.6407802268053,6.020406182645141,43.171418185814375,49.23827780186681,33.64925620039675,2.6999696773352,1.1350356743497723,12.611725675416219,6.020406182645141,49.23827780186681,0.13945351891690638,302.3925965685161,0.02816037487422155,12.166555090746362,21.917709063454986,24.43002849287148,16.977219678998555,20.65964036315988,42.37323743293127,4.799129197438186,14.72243633084371,16.96325493770376,6.455702206273657,26,48,37,0,7,0,92,52.2,40.2,0,7.6,0,Mamdani,26,180.40671178612564,NA,NA,NA,NA,6.712764853186016,13255.20975444824,0,6.158026218296836,6.892259312110738,398.138333398701,0,0,0,13.91833934485222,0.8053089026634427,17.605828136527872,2.1766973583429357,9.726000314345974,9.434371618080409,1.2028485423076445,35.63030631432689,26.19544000555639,30.65872007331693,21.913584271849825,14.059428231416785,0.3291243321026698,0,41.04587930428253,2.6843630088781425,2.002808806487924,18.33220366582486,0.5099588540201715,1.013844044173506,0.6421954383687898,0.00363175743648942,0.20538067560434037,700.6704965284187,1,2209.79683459089,0,48,37,7,12,11,88.40671178612564,0.4900411459798285,Moderate Support (50-60%),High Turnout (30%+),PROTECT & EXPAND,24.15801986559607,13.390865354408598,54.01725960632258,-1.8172596063225797
34027,925.9653807429828,250.0025921650917,66.99809937172444,454.2967651264154,46.42287679193489,407.87387431883405,2.3359410843693922e-6,0,1.1679705421846963e-5,0.00640785161589611,2.827492165874698e-4,0.020358219845446217,2.7252645984309578e-6,154.64063507243202,5.013457064095179,44.04850146682171,49.06196004454222,34.23461590782787,0.002198594058571719,3.053561423220762e-5,16.700476960418364,5.013457064095179,49.06196004454222,0.11381674511382465,771.3247456705508,0,40.2481694821945,26.851135596268236,32.084729982499525,20.110427744098857,33.983496293315746,60.31679520973065,10.528346885483845,23.464431525476915,10.175043039497817,4.407064417647998,27,229,252,1,67,1,550,41.6,45.8,0.2,12.2,0.2,Cuomo,27,1351.6339491085294,78.82857720802332,4.967697286855124,2.4594804308206544,13.74416806180617,41.519393559396946,67671.83351777548,0,49.47934182440424,59.77036788470449,2066.618052901197,0,0,0,30.660838218748363,4.106360331974984,23.018695437467844,6.311170130288927,4.106724423398504,12.319761688586311,0,0.01319901962494844,67.34532906643007,100.19667013648684,2.4679579442696915e-4,50.93846702494936,4.525994824095491e-4,0,144.3793742763975,13.72961482481456,1.1681082556019005e-5,71.51791212563181,0.4069149050027581,0.8089834104658096,6.648420085606918e-4,0.00631286706754956,0,742.3207248461227,1,2289.1768918288462,0,229,252,67,-4.199999999999996,-23,801.6339491085294,0.5930850949972419,Opposition (< 45%),High Turnout (30%+),UPHILL PERSUASION,47.08696023930966,3.483706536844971,51.04511196105349,-9.445111961053492
34028,704.1945872532351,112.61622902416718,6.615467757195194,471.71157989378753,11.423693770940524,460.287886122847,0,0,0,0,27.00594264556098,63.30394306377607,8.99684223011229,13.944582638635865,1.622235384611449,65.36373531614821,66.98597070075967,16.931640620305636,8.989552633555158,3.8350113923624045,1.9802172426555815,1.622235384611449,66.98597070075967,0.024818584445413006,690.2500046145992,1.3841295738634292,0.010020370895674938,50.99856825664721,17.10974683206816,83.17264366912109,22.203112216144092,67.6690161661436,20.118439079975687,61.645409486923384,17.733944956091914,11.845541183668933,28,140,90,2,21,2,255,54.9,35.3,0.8,8.2,0.8,Mamdani,28,2219.8034624534553,1.5729113741000558,0.6741048746143096,12.71108370083406,85.04190005045157,38.28856188426226,55670.637502867736,0,13.730071495859072,96.12236973242864,1701.795535410254,0,0,0,24.915590541074167,0,54.95877084138652,22.147191592065926,55.367978980164814,82.91249884246851,0,89.62311098214342,25.64160643727131,412.7041902174289,111.95149481282051,233.7108469186144,0.7198493218434915,0,6.574947503894572,0,0,19.37879264305769,0.1148750348006752,0.22838189579169849,0,0,0,1093.6269128887716,0,1327.179289803348,0,140,90,21,19.6,50,1964.8034624534553,0.8851249651993248,Moderate Support (50-60%),Low Turnout (<20%),OPPOSITION TERRITORY,107.82808938354268,4.857551184480307,46.45726535534409,8.442734644655907
