ED,ED_num,total_pop,pct_white,pct_black,pct_asian,pct_hispanic,median_age,median_income,pct_poverty,pct_bachelors_plus,pct_renter,median_rent,pct_foreign_born,pct_spanish_home,pct_asian_lang_home
34031,31,1772.1767544378436,8.784309530632497,1.4302802720257162,39.554655591423355,46.373022807746764,39.25360382396571,87292.37957476445,0,18.58626739860215,61.511616169173166,2313.504039793299,0,0,0
34032,32,1489.8260241335508,12.518034960243812,0.250432844266898,27.990641580782793,52.54121251469513,43.80020972153484,65447.717106916134,0,24.205166202466383,48.60643366145573,2269.0812455886276,0,0,0
34033,33,1188.6619175966596,10.918342316876393,18.905106780864983,28.859270395231228,40.54722304661683,39.7704805155549,22387.601940906647,0,15.72627805710316,39.15749760144222,2130.126414397691,0,0,0
34034,34,1054.320794169075,15.876909816661161,1.9677245406437518,18.148911378646847,61.93214759978683,45.302015282731034,71468.55697142788,0,23.143601152169612,42.40023718590142,2318.986056487496,0,0,0
34035,35,875.17234902635,2.9185956100050703,6.4292308575277755,8.508557293723692,75.2300911199057,39.90018984889737,95821.25604215493,0,20.131649704042292,57.60590581138591,1814.8839005149641,0,0,0
34036,36,1400.062482834412,10.679055154883258,6.262704862782896,34.96609779495841,44.786601917665216,44.683751135251775,90813.0172088514,0,24.976510693690518,40.01936005151611,2164.8011652762634,0,0,0
34037,37,1125.982141384032,16.14926865565063,0.1708454167384925,43.89001286676414,36.4441351082381,50.98400696594562,79412.06101043685,0,29.663246623686803,41.046435571002114,1969.09921913005,0,0,0
34038,38,1524.762103737884,28.05594098329072,1.6110101317205712,37.33291328568625,28.96670403516706,41.401917584736985,66205.8214046641,0,23.303803566228577,79.73247005038597,1662.6388663148261,0,0,0
34039,39,1364.5983637307947,18.54822997828467,1.2245174052958585,21.763045406207407,56.08107917334217,40.14565486924297,104416.34210300783,0,31.538095263336885,53.65045846938989,1466.167624713317,0,0,0
34040,40,1299.8077958174808,9.3519911749146,0.31992752688983395,21.677723239635263,66.51783726724274,37.38809103451876,90675.09339470843,0,22.705540710156317,52.682927558469856,2200.254883105094,0,0,0
34041,41,2057.8359606868153,21.320099192037603,2.2964839329699274,16.173754048559662,58.25681802542238,44.804835777839365,83614.79315918514,0,26.185525671691654,72.34892980331642,1693.1499862276057,0,0,0
34042,42,2373.0010207140813,8.98401775415892,1.312905011739574,13.63892502237651,72.92719546773111,41.14098002373953,80008.58067046008,0,21.907952568502708,84.9059244101405,1874.721719204977,0,0,0
34043,43,1612.005817160049,3.2041567672041893,0.29508213488042756,23.645043242421536,69.94867507371026,40.926308815206475,68617.72086062757,0,19.095384010448946,75.53346331974818,1627.8429435455039,0,0,0
34044,44,2136.624423907394,6.209899152475074,13.731794920947092,26.02833401703719,52.814450273691634,42.625240520001725,68286.65736765186,0,14.291309885073535,67.06621905796015,1199.7641987214506,0,0,0
34045,45,2468.405083102336,2.1505588855964204,1.3433626000411385,19.027271585260614,76.56233961813967,35.392293338070864,47290.30853645385,0,5.743666612524586,89.3236280010952,1675.749372378641,0,0,0
34046,46,1284.4745583598963,16.200954626641185,32.17203359959202,21.901363025338856,26.96452283537715,49.183049848633225,91955.44363933458,0,26.770789675491578,9.028228460754425,0.022562372300237353,0,0,0
34047,47,1690.52942915202,12.46293741072219,10.506013919991789,24.060605946248394,51.98964540195512,50.00995555711358,76634.98368062453,0,39.977984131367954,14.46557211105401,227.81895222395954,0,0,0
34048,48,1220.9834880313642,8.132568381258695,2.6141130770660554,22.027873553060495,65.60227933933186,44.439636240778505,81639.27031266862,0,23.55471869846585,59.152421546499,1113.0601001358036,0,0,0
34049,49,1653.33351959789,16.859572123285325,4.261722356221513e-5,2.450200810530211,72.08788486220325,41.99406139377011,68418.84818512523,0,33.00169120849732,74.59872146932885,1980.7570008987566,0,0,0
34050,50,1146.9495946320703,0.7118076812786799,4.4449118266403875,10.898401762819253,81.59145433566732,52.898431674951325,53852.548340904636,0,23.55644367769986,68.59613449180436,1671.8451207500464,0,0,0
34051,51,986.6867744447694,28.32516698553812,2.473403065634856,17.774949718838972,48.36667928151826,42.17351056495872,78666.75094307441,0,28.37400511602535,30.616133893079198,1367.5960504434622,0,0,0
34052,52,2233.548717425142,1.7982428651013878,1.941776599517414,12.12082896438548,80.70315023672471,39.807275519091995,68324.22660081486,0,14.484413487593946,79.45863988674859,1805.3143144994842,0,0,0
34053,53,809.0254189661078,0.003905040218481262,6.583246587943091e-4,62.03894410489633,37.95614381877338,32.70544766086021,87180.08403914572,0,28.871686177168176,84.26229505581122,2226.7862654036444,0,0,0
34054,54,2277.5157973819278,2.659498352806594,0.7619282955221287,21.920457011163187,72.56409939300958,39.691570856128934,82695.65858793778,0,19.43482965282886,92.05807042654158,1590.1755682364324,0,0,0
34055,55,2249.860322780219,1.3516166978522115,0.2532159992503536,14.583925987636807,83.07738703391256,30.98280159270726,71832.12126980876,0,11.723321189179941,79.8127215802154,1789.4641574443174,0,0,0
34056,56,1620.737636031312,0.8143772020080496,3.3421043657280514,13.62872913814709,82.21463513698396,33.11690585776196,81748.73091817532,0,10.791167620507416,75.21889322161977,1828.2776364235278,0,0,0
34057,57,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
34058,58,1280.66193373591,61.944187194807014,1.8118712880913825,12.091095004120403,21.700921417502048,49.68268915327282,101182.55166000276,0,49.728918505346584,35.18876989831322,1560.4627510464122,0,0,0
34059,59,1.228564502331453,NA,NA,NA,NA,0.017736318519573795,47.473852076447,0,0.020322213617344417,0.03225234347607281,1.0841865436507763,0,0,0
34060,60,2034.4095369916743,1.0329674438286738,2.1981744928528264,15.963493986486423,80.8045709052168,32.63243475480346,42517.78890479984,0,5.750759256459712,89.1251653615109,1759.9892494244223,0,0,0
34061,61,1342.6839993807068,6.2417985025433484,3.70623774607589,13.694360786849083,74.72584245105779,41.07269803607005,51214.39365626906,0,18.359214742747653,86.92189757635647,2082.1308065859125,0,0,0
